ID,name,group_ID,supplier_ID,unitPriceGross,unitCost,vatRatePct,currency_code,isDeposit,isRfidTagged,shelfLifeDays,abcClass,shelfCapacity,reorderPoint,isFromSapExport
AR00152,Leibniz Butterkeks,SUSSGEBACK,SUP008,3.95,2.0323,6.9,EUR,False,True,2,B,6,2,True
AR00146,Duschdas Shower For Men,KORPERPFLEGE,SUP005,3.95,1.5933,19.0,EUR,False,True,0,B,6,2,True
AR00141,Barilla Fusilli,TEIGWAREN___REIS,SUP001,2.5,1.5888,7.0,EUR,False,True,0,C,6,2,True
AR00134,GO FRESH Pastasalat Lyoner Erbse,SALATE,SUP004,3.5,2.0935,7.0,EUR,False,True,2,B,6,2,True
AR00128,Always Ultra,DAMENHYGIENE,SUP007,4.0,1.7944,7.0,EUR,False,True,0,B,6,2,True
AR00126,M Candy Schokoerdnüsse,SUSSIGKEITEN,SUP003,1.9,1.0328,6.7,EUR,False,True,0,C,6,2,True
AR00118,mB Eier frisch ML,EIER,SUP008,2.95,1.8196,7.0,EUR,False,True,14,C,6,2,True
AR00088,Wick Blau ohne Zucker,BONBONS,SUP005,2.2,1.1948,6.8,EUR,False,True,0,C,6,2,True
AR00082,Nivea Creme,KORPERPFLEGE,SUP006,2.9,1.1707,18.9,EUR,False,False,0,C,6,2,True
AR00067,BF ICE CREAM Haselnuss 100ml Bio Vegan,IMPULSEIS,SUP003,2.5,1.4019,7.0,EUR,False,True,0,C,6,2,True
AR00015,Markenbutter Alu,BUTTER,SUP007,3.3,2.0355,7.0,EUR,False,False,21,B,6,2,True
AR00456,Heitlinger Pinot Bois,AR133002,SUP004,11.5,6.5714,19.0,EUR,False,False,0,B,6,2,True
AR00432,ichoc Choco Cookie,SNACKS,SUP005,3.5,1.9299,7.0,EUR,False,True,0,C,6,2,True
AR00426,Barilla Spaghetti,TEIGWAREN___REIS,SUP008,2.5,1.5918,6.8,EUR,False,True,0,C,6,2,True
AR00420,Gewürzgurken Durach,KONSERVEN,SUP007,2.6,1.6523,7.0,EUR,False,True,0,C,6,2,True
AR00419,LARQ Twist Bottle Seaside Mint 740ml,COLAMIX_GETRANKE,SUP006,44.0,25.4953,7.0,EUR,False,True,0,A,6,2,True
AR00390,LARQ TWIST BOTTLE Granite White 740ml,FREIZEITARTIKEL,SUP008,44.0,19.7383,7.0,EUR,False,True,0,A,6,2,True
AR00376,Mein Glück Milch Kakao,AUFSTRICH,SUP002,4.25,2.7035,6.9,EUR,False,True,0,C,6,2,True
AR00375,Stick Lembke Tee Minze Lavendel & Verben,HEISSGETRANKE,SUP009,4.95,2.8682,7.0,EUR,False,True,0,B,6,2,True
AR00341,Hausmacher Leberwurst 200g Dose,KONSERVEN,SUP003,3.9,2.4762,7.1,EUR,False,True,0,C,6,2,True
AR00331,The Yeah Blend Green Matcha Latte Powder,HEISSGETRANKE,SUP009,19.5,11.2991,7.0,EUR,False,True,0,A,6,2,True
AR00325,Mahi Sauce Chipotle Smoked Jalapeno,FEINKOST,SUP010,3.95,2.4387,6.9,EUR,False,True,5,C,6,2,True
AR00324,Mahi Marinade Peri Peri Mango & Lime,FEINKOST,SUP009,3.3,2.0355,7.0,EUR,False,True,5,C,6,2,True
AR00317,Bellezini Bruschettine Tomato & Oregano,FEINKOST,SUP010,2.5,1.5449,6.8,EUR,False,True,5,C,6,2,True
AR00314,Bellezini Focaccine Basil 12 x 150 g,FEINKOST,SUP009,2.5,1.5449,6.8,EUR,False,True,5,C,6,2,True
AR00280,Grauburgunder | Weingut Oliver Zeter,SCHAUMWEIN,SUP008,11.9,6.6,19.0,EUR,False,True,0,B,6,2,True
AR00270,Household sponge Zellulose,REINIGUNGSMITTEL,SUP010,2.5,1.0101,18.8,EUR,False,True,0,C,6,2,True
AR00236,Lunchbox 800ml Edelstahl,LUNCHBOXEN,SUP004,16.0,8.605,19.0,EUR,False,True,2,A,6,2,True
AR00230,Thermobecher 480ml Bambus & Edelstahl,GETRANKEBEHALTER,SUP002,17.0,0.0,19.0,EUR,True,False,0,A,6,2,True
AR00218,Ritter Sport Nougat 100g,SCHOKOLADE,SUP003,1.9,1.0328,6.7,EUR,False,True,0,C,6,2,True
AR00171,Dr Oetker Ofenfrische Peperoni Salami,PIZZA__BAGUETTE,SUP005,3.95,2.3626,7.0,EUR,False,True,3,C,6,2,True
AR00153,Herta Finesse Schinken 100g,SB_WURSTWAREN,SUP004,3.5,2.1589,7.0,EUR,False,True,7,C,6,2,True
AR00147,Butcher Lasagne Yeah,TIEFKUHLKOST,SUP007,4.9,2.7477,7.0,EUR,False,True,0,B,6,2,True
AR00117,BiFi Veggie Roll XXL,SNACKS,SUP003,2.1,1.1569,7.1,EUR,False,True,0,C,6,2,True
AR00110,Hansaplast Sensitive,DROGERIEARTIKEL,SUP009,3.5,1.4118,19.0,EUR,False,True,0,C,6,2,True
AR00104,Nissin Cup Veggie Miso,FERTIGGERICHTE,SUP007,2.6,1.5551,7.0,EUR,False,True,4,C,6,2,True
AR00089,Wick Zitrone ohne Zucker,BONBONS,SUP002,2.2,1.1948,6.8,EUR,False,True,0,C,6,2,True
AR00070,Milka Alpenmilch,SCHOKOLADE,SUP002,2.3,1.2467,7.0,EUR,False,False,0,C,6,2,True
AR00047,"Theo Birnen Balsamico Essig 0,5l",ESSIG,SUP007,8.9,5.6561,7.0,EUR,False,True,0,B,6,2,True
AR00034,ARAMARK Grobes Meersalz 90g Mühle,GEWURZE,SUP009,2.0,1.271,7.0,EUR,False,True,0,C,6,2,True
AR00033,Salami  Regio Di Parma 80gr,FRISCH_WURSTWAREN,SUP002,3.45,2.128,7.0,EUR,False,True,4,C,6,2,True
AR00020,Graci Müsli High Beautiful,CEREALIEN,SUP003,3.9,2.4785,7.0,EUR,False,True,0,C,6,2,True
AR00017,Wheat Germ & Tomato Cuori 250g,TEIGWAREN___REIS,SUP004,3.9,2.4762,7.1,EUR,False,False,0,C,6,2,True
SM0017,Milk Chocolate Style Raisins,FREIZEITARTIKEL,SUP005,1.99,0.8013,19.2,EUR,False,True,0,C,6,2,True
SM0014,Sunny Bites Banana Chips,KORPERPFLEGE,SUP006,0.99,0.3983,19.3,EUR,False,True,0,C,6,2,True
IKA005,"LÅNGLUR - Fruit  smoothie, yellow/added",KALTGETRANKE,SUP002,0.99,0.5145,19.3,EUR,False,True,0,C,6,2,True
AR90028,Teinacher Rhabarber Mirabelle,KALTGETRANKE,SUP004,1.6,0.8308,19.4,EUR,False,True,0,C,6,2,True
AR00453,Bifi Roll XXL,SNACKS,SUP006,2.1,1.1569,7.1,EUR,False,True,0,C,6,2,True
AR00442,Lacroix Tomato Cream Soup,FERTIGGERICHTE,SUP007,2.49,1.4907,6.9,EUR,False,True,4,C,6,2,True
AR00436,Steiner´s Low Carb Pancakes,FEINKOST,SUP002,4.35,2.6857,6.9,EUR,False,True,5,C,6,2,True
AR00393,Aufstrich Wie Leberwurst,AUFSTRICH,SUP007,2.75,1.7477,7.0,EUR,False,True,0,C,6,2,True
AR00392,Proteinaufstrich Paprika Pfeffer,AUFSTRICH,SUP008,2.75,1.7412,7.4,EUR,False,True,0,C,6,2,True
AR00389,Apfelsaft BIB 3l,KALTGETRANKE,SUP003,5.5,3.1869,7.0,EUR,False,True,0,C,6,2,True
AR00384,HANDL Almwurzerl,SB_WURSTWAREN,SUP009,3.95,2.4364,7.0,EUR,False,True,7,C,6,2,True
AR00382,Dr.  Kargs Protein Knäcke,BROT,SUP005,3.25,1.6659,7.3,EUR,False,True,3,C,6,2,True
AR00380,La Monegaque Sardinen mit Chili,FISCHPRODUKTE,SUP008,3.75,2.381,7.1,EUR,False,True,7,C,6,2,True
AR00377,Mein Glück aus Haselnüssen,AUFSTRICH,SUP003,4.25,2.6984,7.1,EUR,False,True,0,C,6,2,True
AR00373,Stick Lembke Tee Minze Limette Hibiskus,HEISSGETRANKE,SUP004,4.95,2.8709,6.9,EUR,False,True,0,C,6,2,True
AR00371,Stick Lembke Tee Minze Ingwer orange,HEISSGETRANKE,SUP008,4.95,2.8709,6.9,EUR,False,True,0,C,6,2,True
AR00360,Dosenturm Unsere Besten,KONSERVEN,SUP004,14.9,9.4692,7.0,EUR,False,True,0,B,6,2,True
AR00359,Geschnetzeltes vom D. Angus Rind im Glas,FERTIGGERICHTE,SUP009,7.9,4.7252,7.0,EUR,False,False,4,C,6,2,True
AR00356,Wiener im Glas 390g,KONSERVEN,SUP001,5.5,3.4953,7.0,EUR,False,True,0,C,6,2,True
AR00349,Currywurst im Glas 390g,FERTIGGERICHTE,SUP006,6.6,3.9477,7.0,EUR,False,True,4,C,6,2,True
AR00346,Rindslyoner 200g Dose,KONSERVEN,SUP005,3.9,2.4762,7.1,EUR,False,True,0,C,6,2,True
AR00345,Jagdwurst 200g Dose,KONSERVEN,SUP003,3.9,2.4762,7.1,EUR,False,True,0,C,6,2,True
AR00344,Schinkenwurst 200g Dose,KONSERVEN,SUP001,3.9,2.4762,7.1,EUR,False,True,0,C,6,2,True
AR00330,The Yeah Blend Pistatcha Latte Powder,HEISSGETRANKE,SUP009,19.5,11.2991,7.0,EUR,False,False,0,B,6,2,True
AR00323,Mahi Marinade Peri Peri Hot,FEINKOST,SUP006,3.3,2.0336,7.1,EUR,False,True,5,C,6,2,True
AR00306,Graci Lab. Functional Muesli 50 Gluten,CEREALIEN,SUP007,4.7,2.9841,7.1,EUR,False,True,0,C,6,2,True
AR00304,Graci Laboratories Muesli Fruits Big Tu,CEREALIEN,SUP009,5.65,3.5907,7.0,EUR,False,False,0,C,6,2,True
AR00303,Graci Laboratories Muesli NutsBig Tube,CEREALIEN,SUP009,5.65,3.5907,7.0,EUR,False,True,0,C,6,2,True
AR00302,HIP Oat Milk Chocolate Cookies,SCHOKOLADE,SUP009,3.95,2.1411,7.0,EUR,False,True,0,C,6,2,True
AR00301,HIP Oat Milk Chocolate Salty Pretzels,SCHOKOLADE,SUP002,3.95,2.1411,7.0,EUR,False,True,0,C,6,2,True
AR00284,Alpro Haferdrink Barista Glutenfrei,KALTGETRANKE,SUP005,2.35,1.2213,19.3,EUR,False,True,0,C,6,2,True
AR00271,Kaffee SAP Kaffee 1000gr.,KAFFEEBOHNEN,SUP001,27.0,17.1589,7.0,EUR,False,True,0,B,6,2,True
AR00231,Deostick Sweet Summer,KORPERPFLEGE,SUP010,3.95,1.5933,19.0,EUR,False,False,0,C,6,2,True
AR00229,Thermobecher 360ml Bambus & Edelstahl,GETRANKEBEHALTER,SUP008,15.0,0.0,19.0,EUR,True,False,0,B,6,2,True
AR00228,Zahnbürste Bambus,KORPERPFLEGE,SUP004,6.9,2.7832,19.0,EUR,False,True,0,C,6,2,True
AR00227,Haarbürste Bambus,DROGERIEARTIKEL,SUP006,11.9,4.8,19.0,EUR,False,True,0,B,6,2,True
AR00216,Red Band Schnuller Cola 100St. Dose,WEINGUMMI,SUP003,6.9,3.7402,7.0,EUR,False,True,0,C,6,2,True
AR00201,Aramark Espresso Firenze 1kg,KAFFEEBOHNEN,SUP008,27.0,17.1589,7.0,EUR,False,True,0,B,6,2,True
AR00197,Knäckebrot Urtyp 250g Burger,BROT,SUP008,1.8,0.9244,7.1,EUR,False,False,3,C,6,2,True
AR00196,Weizenmehl Typ 405 1kg,MEHL___ZUCKER,SUP009,1.6,1.0197,6.7,EUR,False,True,0,C,6,2,True
AR00186,Gouda i. Scheiben frisch 100gr,SCHEIBENKASE,SUP010,2.5,1.5449,6.8,EUR,False,True,10,C,6,2,True
AR00175,Icefrocks Premium Eiswürf,EISWURFEL,SUP004,2.5,1.4045,6.8,EUR,False,True,0,C,6,2,True
AR00172,Dr. Oetker Ofenfrische 4 Käse,PIZZA__BAGUETTE,SUP001,3.95,2.367,6.8,EUR,False,True,3,C,6,2,True
AR00156,Duschdas Dusche Sport 225ml Flasche Alte,KORPERPFLEGE,SUP001,3.95,1.5933,19.0,EUR,False,True,0,C,6,2,True
AR00149,Butcher Chick Curry Ki 400g,TIEFKUHLKOST,SUP003,5.6,3.1431,6.9,EUR,False,True,0,C,6,2,True
AR00143,Fairy Original Spülmittel,REINIGUNGSMITTEL,SUP003,2.95,1.3246,6.9,EUR,False,False,0,C,6,2,True
AR00142,Wies Gefl Mortadella     100g,SB_WURSTWAREN,SUP004,1.8,1.1092,7.1,EUR,False,True,7,C,6,2,True
AR00140,Bautz ner Senf mittelsch,FEINKOST,SUP008,2.9,1.7888,7.0,EUR,False,True,5,C,6,2,True
AR00133,Zewa UltraSoft Toilettenp,DROGERIEARTIKEL,SUP005,3.5,1.4118,19.0,EUR,False,True,0,C,6,2,True
AR00132,GO FRESH Salatmix Italia,SALATE,SUP001,6.9,4.1271,7.0,EUR,False,True,2,C,6,2,True
AR00131,GO FRESH Saladbowl Caesar,SALATE,SUP001,6.9,4.1271,7.0,EUR,False,True,2,C,6,2,True
AR00119,Oet Baguette Salami,PIZZA__BAGUETTE,SUP005,3.5,2.0935,7.0,EUR,False,True,3,C,6,2,True
AR00113,Erdnussflips,CHIPS,SUP007,1.9,1.0506,6.7,EUR,False,True,0,C,6,2,True
AR00105,Anzündwolle,FREIZEITARTIKEL,SUP004,3.95,1.5893,19.3,EUR,False,True,0,C,6,2,True
AR00098,Kölln Hafer Porridge Frucht 375g,CEREALIEN,SUP002,5.75,3.6576,6.9,EUR,False,True,0,C,6,2,True
AR00097,Erbsen Möhren Dose Glas,KONSERVEN_GEMUSE,SUP005,4.3,2.7327,7.0,EUR,False,True,0,C,6,2,True
AR00086,Disposable barbecue,FREIZEITARTIKEL,SUP002,4.95,2.0,18.8,EUR,False,True,0,C,6,2,True
AR00076,Grill Kohle,FREIZEITARTIKEL,SUP006,5.5,2.2222,18.8,EUR,False,True,0,C,6,2,True
AR00062,Flash barbecue lighter,FREIZEITARTIKEL,SUP009,1.9,0.7683,18.7,EUR,False,True,0,C,6,2,True
AR00061,Mais Dose Glas,KONSERVEN_GEMUSE,SUP005,2.5,1.5918,6.8,EUR,False,True,0,C,6,2,True
AR00053,Tomatenmark 200g Tube,FEINKOST,SUP001,3.4,2.0992,6.9,EUR,False,True,5,C,6,2,True
AR00050,"Theo Weisskirsch Balsamico 0,5l",ESSIG,SUP002,12.9,8.2058,6.9,EUR,False,True,0,B,6,2,True
AR00049,"Theo Pflaumen Balsamico 0,5l",ESSIG,SUP006,8.9,5.6561,7.0,EUR,False,True,0,C,6,2,True
AR00043,BIO Olivenöl nativ extra 500ml,OL,SUP005,8.9,5.6508,7.1,EUR,False,True,0,C,6,2,True
AR00038,Nutella Glas 450g Glas,AUFSTRICH,SUP009,4.95,3.1487,6.9,EUR,False,True,0,C,6,2,True
AR00035,ARAMARK BIO Pfeffer schwarz 40g Mühle,GEWURZE,SUP001,2.5,1.5918,6.8,EUR,False,True,0,C,6,2,True
AR00030,ichoc Jackfruit Coconut vegan 80g,SNACKS,SUP007,3.5,1.9299,7.0,EUR,False,True,0,C,6,2,True
AR00029,ichoc Salty Pretzel vegan 80g,SNACKS,SUP009,3.5,1.9299,7.0,EUR,False,True,0,C,6,2,True
AR00019,Graci Laboratories Funtional Meal Cousco,FERTIGGERICHTE,SUP005,1.8,1.0756,7.1,EUR,False,True,4,C,6,2,True
AR00018,Graci Laboratories Functional Meal Buckw,FERTIGGERICHTE,SUP003,1.8,1.0756,7.1,EUR,False,True,4,C,6,2,True
SM0018,TOPVALU Joynuts Caramel Coffee,FREIZEITARTIKEL,SUP005,3.95,1.5933,19.0,EUR,False,True,0,C,6,2,True
SM0016,Natural Happiness Nut & Fruit Mix,FREIZEITARTIKEL,SUP001,3.95,1.5933,19.0,EUR,False,True,0,C,6,2,True
SM0015,Becky's DUO Cakes,FREIZEITARTIKEL,SUP004,3.95,1.5933,19.0,EUR,False,True,0,C,6,2,True
IKA018,FAZER - Milk chocolate tablet,SNACKS,SUP005,2.1,1.1579,7.0,EUR,False,True,0,C,6,2,True
IKA011,KAFFEREP - Oat biscuits,SNACKS,SUP002,2.1,1.1579,7.0,EUR,False,True,0,C,6,2,True
IKA003,DRYCK BLÅBÄR - Blueberry syrup,KALTGETRANKE,SUP009,2.2,1.1462,19.0,EUR,False,True,0,C,6,2,True
