ID,customer_ID,store_ID,article_ID,validFrom,validTo,propensity,offerDiscountPct,expectedRevenue,currency_code,channel,rationale,state
NBO-000366,CUST00203,WDF02,AR90036,2026-07-03,2026-07-17,0.6869,16.6,0.97,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000577,CUST00328,HAM01,AR90040,2026-07-03,2026-07-17,0.6865,15,0.99,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000578,CUST00328,HAM01,AR90030,2026-07-03,2026-07-17,0.6865,15,0.93,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000591,CUST00337,HAM01,AR90018,2026-07-03,2026-07-17,0.6865,8,1.23,EUR,APP_PUSH,Buys DPG Vitamin Well Reload about every 31.5 days and is 30 days on from the last one.,OPEN
NBO-000376,CUST00212,MUC01,AR90040,2026-07-03,2026-07-17,0.6862,16.6,0.97,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000377,CUST00212,MUC01,AR90030,2026-07-03,2026-07-17,0.6862,16.6,0.92,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000378,CUST00212,MUC01,AR90039,2026-07-03,2026-07-17,0.6862,16.6,0.86,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000294,CUST00176,WDF01,AR90040,2026-07-03,2026-07-17,0.6856,16.6,0.97,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000295,CUST00176,WDF01,AR90030,2026-07-03,2026-07-17,0.6856,16.6,0.91,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000296,CUST00176,WDF01,AR90035,2026-07-03,2026-07-17,0.6856,16.6,0.97,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000149,CUST00093,WDF01,AR90040,2026-07-03,2026-07-17,0.685,16.6,0.97,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000150,CUST00093,WDF01,AR90030,2026-07-03,2026-07-17,0.685,16.6,0.91,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000542,CUST00308,HAM01,AR00011,2026-07-03,2026-07-17,0.6842,9.6,0.62,EUR,APP_PUSH,Buys Protein Bar Vanilla Stracci about every 53.5 days and is 64 days on from the last one.,OPEN
NBO-000074,CUST00043,BLN01,AR90040,2026-07-03,2026-07-17,0.6841,15,0.99,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000526,CUST00293,HAM01,AR00244,2026-07-03,2026-07-17,0.6834,8,1.57,EUR,APP_PUSH,Buys HOMEMADE BUN Veggie Laugenecke Tom Moz about every 28 days and is 45 days on from the last one.,OPEN
NBO-000002,CUST00001,MUC01,AR90040,2026-07-03,2026-07-17,0.683,18.2,0.95,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000003,CUST00001,MUC01,AR90039,2026-07-03,2026-07-17,0.683,18.2,0.84,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000124,CUST00071,MUC01,AR90035,2026-07-03,2026-07-17,0.6823,18.2,0.95,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000410,CUST00231,MUC01,AR90040,2026-07-03,2026-07-17,0.6813,15,0.98,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000411,CUST00231,MUC01,AR90030,2026-07-03,2026-07-17,0.6813,15,0.93,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000412,CUST00231,MUC01,AR90039,2026-07-03,2026-07-17,0.6813,15,0.87,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000710,CUST00401,MUC01,AR90035,2026-07-03,2026-07-17,0.6813,15,0.98,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000711,CUST00401,MUC01,AR90036,2026-07-03,2026-07-17,0.6813,15,0.98,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000712,CUST00401,MUC01,AR90040,2026-07-03,2026-07-17,0.6813,15,0.98,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000166,CUST00102,HAM01,AR90035,2026-07-03,2026-07-17,0.6811,16.6,0.97,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000660,CUST00375,WDF02,AR00289,2026-07-03,2026-07-17,0.68,16.6,1.25,EUR,APP_PUSH,"Shot Himbeere Ingwer 60ml sells with HOMEMADE Breakfastcup 285g at 14.68x lift, and that is one of this customer's regular buys.",OPEN
NBO-000750,CUST00422,WDF01,AR90040,2026-07-03,2026-07-17,0.6796,16.6,0.96,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000751,CUST00422,WDF01,AR90030,2026-07-03,2026-07-17,0.6796,16.6,0.91,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000325,CUST00187,BLN01,AR90035,2026-07-03,2026-07-17,0.6794,15,0.98,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000555,CUST00315,WDF01,AR90040,2026-07-03,2026-07-17,0.6794,15,0.98,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000556,CUST00315,WDF01,AR90030,2026-07-03,2026-07-17,0.6794,15,0.92,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000648,CUST00368,HAM01,AR90040,2026-07-03,2026-07-17,0.6788,15,0.98,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000649,CUST00368,HAM01,AR90030,2026-07-03,2026-07-17,0.6788,15,0.92,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000393,CUST00223,WDF01,AR90030,2026-07-03,2026-07-17,0.6784,15,0.92,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000110,CUST00064,HAM01,AR90040,2026-07-03,2026-07-17,0.6783,15,0.98,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000544,CUST00309,MUC01,AR90034,2026-07-03,2026-07-17,0.6782,18.2,0.94,EUR,APP_PUSH,"Welde Slow sells with Leergut 0,08 EUR at 8.29x lift, and that is one of this customer's regular buys.",OPEN
NBO-000545,CUST00309,MUC01,AR90036,2026-07-03,2026-07-17,0.6782,18.2,0.94,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000738,CUST00416,MUC01,AR90035,2026-07-03,2026-07-17,0.6763,15,0.98,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000739,CUST00416,MUC01,AR90036,2026-07-03,2026-07-17,0.6763,15,0.98,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000101,CUST00056,WDF02,AR90040,2026-07-03,2026-07-17,0.6758,16.6,0.96,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000102,CUST00056,WDF02,AR90030,2026-07-03,2026-07-17,0.6758,16.6,0.9,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000103,CUST00056,WDF02,AR90039,2026-07-03,2026-07-17,0.6758,16.6,0.85,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000347,CUST00196,HAM01,AR90035,2026-07-03,2026-07-17,0.6758,16.6,0.96,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000348,CUST00196,HAM01,AR90036,2026-07-03,2026-07-17,0.6758,16.6,0.96,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000416,CUST00234,HAM01,AR90004,2026-07-03,2026-07-17,0.6753,9.6,0.15,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 15.3 days and is 42 days on from the last one.",OPEN
NBO-000639,CUST00364,WDF01,AR90040,2026-07-03,2026-07-17,0.6749,16.6,0.96,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000640,CUST00364,WDF01,AR90030,2026-07-03,2026-07-17,0.6749,16.6,0.9,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000163,CUST00101,MUC01,AR90040,2026-07-03,2026-07-17,0.6744,15,0.97,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000164,CUST00101,MUC01,AR90030,2026-07-03,2026-07-17,0.6744,15,0.92,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000837,CUST00477,MUC01,AR90004,2026-07-03,2026-07-17,0.6742,9.6,0.15,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 22.4 days and is 51 days on from the last one.",OPEN
NBO-000383,CUST00216,HAM01,AR00241,2026-07-03,2026-07-17,0.674,8,1.55,EUR,APP_PUSH,Buys HOMEMADE BUN HAM about every 42.5 days and is 44 days on from the last one.,OPEN
NBO-000257,CUST00152,WDF01,AR90039,2026-07-03,2026-07-17,0.6733,11.2,0.9,EUR,APP_PUSH,"Buys Coca Cola Zero 0,4L Glas Mehrweg about every 30.3 days and is 36 days on from the last one.",OPEN
NBO-000571,CUST00324,BLN01,AR90035,2026-07-03,2026-07-17,0.6727,15,0.97,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000572,CUST00324,BLN01,AR90034,2026-07-03,2026-07-17,0.6727,15,0.97,EUR,APP_PUSH,"Welde Slow sells with Leergut 0,08 EUR at 8.29x lift, and that is one of this customer's regular buys.",OPEN
NBO-000573,CUST00324,BLN01,AR90036,2026-07-03,2026-07-17,0.6727,15,0.97,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000195,CUST00120,WDF01,AR90040,2026-07-03,2026-07-17,0.6726,16.6,0.95,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000078,CUST00046,HAM01,AR90040,2026-07-03,2026-07-17,0.6725,18.2,0.94,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000079,CUST00046,HAM01,AR90030,2026-07-03,2026-07-17,0.6725,18.2,0.88,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000165,CUST00101,MUC01,AR90004,2026-07-03,2026-07-17,0.6725,8,0.15,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 19.5 days and is 43 days on from the last one.",OPEN
NBO-000830,CUST00473,STR01,AR90035,2026-07-03,2026-07-17,0.6708,15,0.97,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000820,CUST00465,BLN01,AR90040,2026-07-03,2026-07-17,0.6704,15,0.97,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000821,CUST00465,BLN01,AR90030,2026-07-03,2026-07-17,0.6704,15,0.91,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000822,CUST00465,BLN01,AR90039,2026-07-03,2026-07-17,0.6704,15,0.85,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000252,CUST00151,MUC01,AR90040,2026-07-03,2026-07-17,0.67,15,0.97,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000253,CUST00151,MUC01,AR90030,2026-07-03,2026-07-17,0.67,15,0.91,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000254,CUST00151,MUC01,AR90039,2026-07-03,2026-07-17,0.67,15,0.85,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000463,CUST00256,MUC01,AR90040,2026-07-03,2026-07-17,0.67,16.6,0.95,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000464,CUST00256,MUC01,AR90030,2026-07-03,2026-07-17,0.67,16.6,0.89,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000297,CUST00177,MUC01,AR90036,2026-07-03,2026-07-17,0.6692,15,0.97,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000529,CUST00295,MUC01,AR00289,2026-07-03,2026-07-17,0.6692,15,1.25,EUR,APP_PUSH,"Shot Himbeere Ingwer 60ml sells with HOMEMADE Breakfastcup 285g at 14.68x lift, and that is one of this customer's regular buys.",OPEN
NBO-000530,CUST00295,MUC01,AR90035,2026-07-03,2026-07-17,0.6692,15,0.97,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000531,CUST00295,MUC01,AR90034,2026-07-03,2026-07-17,0.6692,15,0.97,EUR,APP_PUSH,"Welde Slow sells with Leergut 0,08 EUR at 8.29x lift, and that is one of this customer's regular buys.",OPEN
NBO-000650,CUST00368,HAM01,AR90035,2026-07-03,2026-07-17,0.6692,15,0.97,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000155,CUST00097,HAM01,AR90035,2026-07-03,2026-07-17,0.6691,16.6,0.95,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000583,CUST00333,WDF01,AR90035,2026-07-03,2026-07-17,0.6673,16.6,0.95,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000584,CUST00333,WDF01,AR90034,2026-07-03,2026-07-17,0.6673,16.6,0.95,EUR,APP_PUSH,"Welde Slow sells with Leergut 0,08 EUR at 8.29x lift, and that is one of this customer's regular buys.",OPEN
NBO-000585,CUST00333,WDF01,AR90040,2026-07-03,2026-07-17,0.6673,16.6,0.95,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000394,CUST00223,WDF01,AR90035,2026-07-03,2026-07-17,0.667,15,0.96,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000465,CUST00257,HAM01,AR90040,2026-07-03,2026-07-17,0.6667,16.6,0.95,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000707,CUST00400,WDF01,AR90036,2026-07-03,2026-07-17,0.6667,16.6,0.95,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000174,CUST00107,STR01,AR90040,2026-07-03,2026-07-17,0.6655,15,0.96,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000175,CUST00107,STR01,AR90030,2026-07-03,2026-07-17,0.6655,15,0.91,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000176,CUST00107,STR01,AR90039,2026-07-03,2026-07-17,0.6655,15,0.85,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000838,CUST00477,MUC01,AR90040,2026-07-03,2026-07-17,0.6652,16.6,0.94,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000839,CUST00477,MUC01,AR90030,2026-07-03,2026-07-17,0.6652,16.6,0.89,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000702,CUST00396,HAM01,AR00289,2026-07-03,2026-07-17,0.665,15,1.24,EUR,APP_PUSH,"Shot Himbeere Ingwer 60ml sells with HOMEMADE Breakfastcup 285g at 14.68x lift, and that is one of this customer's regular buys.",OPEN
NBO-000196,CUST00120,WDF01,AR90035,2026-07-03,2026-07-17,0.664,16.6,0.94,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000197,CUST00120,WDF01,AR90036,2026-07-03,2026-07-17,0.664,16.6,0.94,EUR,APP_PUSH,"Welde Alkoholfrei sells with Leergut 0,08 EUR at 7.14x lift, and that is one of this customer's regular buys.",OPEN
NBO-000647,CUST00367,WDF01,AR90039,2026-07-03,2026-07-17,0.6637,12.8,0.87,EUR,APP_PUSH,"Buys Coca Cola Zero 0,4L Glas Mehrweg about every 39.3 days and is 58 days on from the last one.",OPEN
NBO-000817,CUST00461,WDF02,AR90040,2026-07-03,2026-07-17,0.6606,15,0.95,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000818,CUST00461,WDF02,AR90030,2026-07-03,2026-07-17,0.6606,15,0.9,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000093,CUST00053,HAM01,AR90034,2026-07-03,2026-07-17,0.6605,8,1.03,EUR,APP_PUSH,Buys Welde Slow about every 38.5 days and is 65 days on from the last one.,OPEN
NBO-000143,CUST00085,MUC01,AR90040,2026-07-03,2026-07-17,0.6605,16.6,0.94,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000144,CUST00085,MUC01,AR90039,2026-07-03,2026-07-17,0.6605,16.6,0.83,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000246,CUST00147,STR01,AR90013,2026-07-03,2026-07-17,0.6605,9.6,1.02,EUR,APP_PUSH,"Buys Red Bull 0,25 about every 39.7 days and is 36 days on from the last one.",OPEN
NBO-000370,CUST00207,HAM01,AR90034,2026-07-03,2026-07-17,0.6604,8,1.03,EUR,APP_PUSH,Buys Welde Slow about every 17.5 days and is 45 days on from the last one.,OPEN
NBO-000111,CUST00064,HAM01,AR90003,2026-07-03,2026-07-17,0.6601,8,0.09,EUR,APP_PUSH,"Buys Leergut 0,15 EUR about every 22.6 days and is 67 days on from the last one.",OPEN
NBO-000762,CUST00428,WDF01,AR90040,2026-07-03,2026-07-17,0.66,18.2,0.92,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000763,CUST00428,WDF01,AR90030,2026-07-03,2026-07-17,0.66,18.2,0.86,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000004,CUST00002,STR01,AR90040,2026-07-03,2026-07-17,0.6585,15,0.95,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000005,CUST00002,STR01,AR90030,2026-07-03,2026-07-17,0.6585,15,0.9,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000792,CUST00447,HAM01,AR00289,2026-07-03,2026-07-17,0.6579,15,1.23,EUR,APP_PUSH,"Shot Himbeere Ingwer 60ml sells with HOMEMADE Breakfastcup 285g at 14.68x lift, and that is one of this customer's regular buys.",OPEN
NBO-000500,CUST00276,STR01,AR90040,2026-07-03,2026-07-17,0.6571,16.6,0.93,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000501,CUST00276,STR01,AR90030,2026-07-03,2026-07-17,0.6571,16.6,0.88,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000502,CUST00276,STR01,AR90039,2026-07-03,2026-07-17,0.6571,16.6,0.82,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000335,CUST00192,WDF01,AR90003,2026-07-03,2026-07-17,0.657,12.8,0.09,EUR,APP_PUSH,"Buys Leergut 0,15 EUR about every 19.3 days and is 43 days on from the last one.",OPEN
NBO-000596,CUST00338,HAM01,AR90040,2026-07-03,2026-07-17,0.6556,15,0.95,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000311,CUST00183,MUC01,AR90039,2026-07-03,2026-07-17,0.6546,9.6,0.89,EUR,APP_PUSH,"Buys Coca Cola Zero 0,4L Glas Mehrweg about every 52 days and is 60 days on from the last one.",OPEN
NBO-000565,CUST00320,HAM01,AR90003,2026-07-03,2026-07-17,0.6537,8,0.09,EUR,APP_PUSH,"Buys Leergut 0,15 EUR about every 21.5 days and is 64 days on from the last one.",OPEN
NBO-000608,CUST00346,STR01,AR90040,2026-07-03,2026-07-17,0.6533,15,0.94,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000609,CUST00346,STR01,AR90030,2026-07-03,2026-07-17,0.6533,15,0.89,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000610,CUST00346,STR01,AR90039,2026-07-03,2026-07-17,0.6533,15,0.83,EUR,APP_PUSH,"Coca Cola Zero 0,4L Glas Mehrweg sells with Leergut 0,15 EUR at 3.42x lift, and that is one of this customer's regular buys.",OPEN
NBO-000793,CUST00447,HAM01,AR90035,2026-07-03,2026-07-17,0.653,15,0.94,EUR,APP_PUSH,"Welde Naturradler sells with Leergut 0,08 EUR at 9.52x lift, and that is one of this customer's regular buys.",OPEN
NBO-000384,CUST00216,HAM01,AR90040,2026-07-03,2026-07-17,0.6529,15,0.94,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000385,CUST00216,HAM01,AR90030,2026-07-03,2026-07-17,0.6529,15,0.89,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000557,CUST00315,WDF01,AR90004,2026-07-03,2026-07-17,0.6526,8,0.15,EUR,APP_PUSH,"Buys Leergut 0,25 EUR about every 22.4 days and is 66 days on from the last one.",OPEN
NBO-000209,CUST00130,STR01,AR90040,2026-07-03,2026-07-17,0.6525,15,0.94,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
NBO-000210,CUST00130,STR01,AR90030,2026-07-03,2026-07-17,0.6525,15,0.89,EUR,APP_PUSH,"Teinacher Apfelschorle sells with Leergut 0,15 EUR at 3.5x lift, and that is one of this customer's regular buys.",OPEN
NBO-000808,CUST00457,WDF01,AR90040,2026-07-03,2026-07-17,0.6525,15,0.94,EUR,APP_PUSH,"FUZE T PFIRSICH sells with Leergut 0,15 EUR at 3.69x lift, and that is one of this customer's regular buys.",OPEN
